abbreviatedAddress,address/city,address/zipcode,bathrooms,bedrooms,livingArea,description,dateSold,daysOnZillow,price,lastSoldPrice,yearSold
725 NE 191st Ave,Portland,97230,2.0,3.0,1394.0,"Beautiful ranch with a fully remodeled kitchen featuring custom, soft close cabinets with quartz countertops and a SS farm sink and appliances.  Refinished hardwood floors, hardwood under carpet in bedrooms. Travertine tiled bathroom, Family room leads to a half bath/laundry room. French doors out of dining room onto a covered patio with pavers, a yard shed, and a huge yard for entertaining. New exterior paint, newer windows, roof is 7 years old.",2020-07-30 23:00:00,319.0,345000,345000,2020
925 SE 180th Ave,Portland,97233,1.0,3.0,912.0,Ranch Style home. **Spacious backyard for entertaining! Real Hardwoods throughout home.**Three Bedrooms.~ All appliances included. Bring your paint brush and special touch. Make this your forever home.,2020-07-24 00:20:00,326.0,285000,285000,2020
1345 SE 175th Pl,Portland,97233,2.0,4.0,1584.0,"Great open floor plan with updates throughout! 4 bedrooms 2 full bathrooms! Kitchen updates look great, giving a modern touch. Hardwood floors throughout. Master bedroom has a walk-in closet with a must see updated bathroom! Spacious backyard is the perfect environment for entertaining and relaxing. Nice sized covered patio leading into a large deck, raised garden beds, fully fenced with a fire pit. Shop out back with electricity makes home projects or hobbies a dream!",2020-07-24 00:20:00,326.0,358000,358000,2020
17736 NE Couch St,Portland,97230,2.0,3.0,1829.0,"Fabulous mid century modern ranch!  Spacious & open, this home features covered front porch, slate entry, large vinyl windows, vauted wood beamed ceiling, gas floor to ceiling fireplace.  The kitchen is open to a separate cozy family room space.  New carpet & floors throughout.  2 full baths & large master w/ walk in closet & bath.  Oversized 2 car garage, covered patio & private backyard.  Close to light rail & Pat Pfiefer Park!",2020-07-22 01:06:40,328.0,388900,388900,2020
19175 SE Yamhill St APT 3,Portland,97233,3.0,2.0,1020.0,"2 BR, 2 1/2 bath townhouse condo in Gresham with PDX address. Washer, dryer, SS refrig. included in sale. Carpet cleaned, new interior paint, patio and fence pressure washed. PROFESSIONALLY DEEP cleaned. Move in Ready. Vacant. Each bedroom has its own private bath.",2020-07-21 00:06:40,329.0,202500,202500,2020
636 NE 190th Ave,Portland,97230,2.0,4.0,1572.0,"Over 1500 SQFT with 4 Bedrooms, MUST SEE!",2020-07-10 00:13:20,340.0,11000,11000,2020
932 NE 193rd Ave,Portland,97230,2.0,3.0,1354.0,"New Updated Bathrooms!This beautiful ranch home is located in a terrific pocket! This home is move-in ready with a wonderful open living area. It lives large! The gorgeous granite slab in the remodeled kitchen allows plenty of room for entertaining. Real hardwoods, newer interior paint, new exterior paint 6 months ago, updated windows, recessed lighting and new insulation in the attic! The fully fenced backyard is ready for all you can imagine with plenty of trees/plants and a coop!MOVE IN READY",2020-07-10 00:13:20,340.0,372700,372700,2020
525 NE 198th Ave,Portland,97230,2.0,3.0,988.0,"Beautifully remodeled mid-century modern in the Wilkes neighborhood. This 3BR/1.5 bath home features an amazing kitchen with stainless steel appliances, large living room with fireplace & brand new bathrooms.  Tons of updates including refinished hardwoods, new windows, new cabinets, new countertops, new roof and charming finishes throughout. 2-car garage and a huge private backyard with a tool shed. Patio off the dining room includes overhead lighting and great space for BBQ and outdoor dining.",2020-07-13 00:26:40,337.0,350000,350000,2020
18605 NE Everett Ct,Portland,97230,1.0,4.0,1108.0,"Tastefully updated ranch on corner lot! Four bedrooms, all with closets, means space for everyone. Kitchen has stylish new cabinets, quartz countertop, and under mount sink. Solid surface flooring in open-concept living areas. Newer paint and beautiful woodwork throughout. Great covered deck and fully fenced in yard make this one a beauty inside and out. (Photos from 2018, but home is in similar condition)",2020-07-16 22:53:20,333.0,333768,333768,2020
18901 NE Everett Ct,Portland,97230,2.0,4.0,2289.0,"This spacious custom-built ranch style house can't be missed! One level living at its finest with unique 2,300sq ft. Well maintained house to call your home! Large kitchen, spacious floor plan, huge bedrooms, jet-tab, tile/wood/laminate floors, high ceilings throughout, hide-a-hose vacuum, gorgeous landscaping & sprinkling system, tile roof, 2 oversize car garages, large shed/shop, dead end street. Huge fenced backyard with enough room for all your activities.",2020-07-16 22:53:20,333.0,450000,450000,2020
1720 SE 181st Ave,Portland,97233,1.0,3.0,1093.0,"Welcome home! This lovely 3 bedroom 1 bath home is a smart catch. Updated kitchen w/new countertops, flooring, and stove. Bathroom completely updated w/new flooring, tub, toilet, vanity, and wainscoting. Enjoy the outdoors year round under a wonderful covered patio, overlooking large fenced backyard. Extra parking perfect for RV & boat. Close to coffee shops, restaurants, schools, and public transportation.",2020-07-08 23:13:20,341.0,321000,321000,2020
18457 SE Stephens Cir,Portland,97233,2.0,2.0,1412.0,"Great one level home!  Large kitchen with lots of counter space.  Laminate flooring throughout, two masonry fireplaces, one gas, one wood burning.  Quiet neighborhood, no through streets, makes for low traffic neighborhood.  Great back yard with covered patio, privacy, and plenty of entertaining space including a dog run!  RV parking next to house. Family room has been used as a third bedroom.  Install of new roof prior to close.",2020-07-08 23:13:20,341.0,305000,305000,2020
1494 NE 176th Ave,Portland,97230,3.0,3.0,1509.0,"You will LOVE this renovated, clean, spacious 3 Bed / 2.5 Bath Wilkes East Townhome! Great Lay-out with entry and hall closet, New interior paint&carpeting, High ceilings, Gas fireplace, Generous Kitchen space w/ plenty of storage, Newer appliances, Good sized bedrooms, Huge Master w/ walk-in closet and Double Sink in Bath, Sweet patio for outdoor summer grilling and blank slate for your gardening delight! High efficiency furnace, sprinkler system, Close by Freeway access, shopping!",2020-07-07 00:00:00,343.0,303000,303000,2020
16629 NE Halsey St APT 8,Portland,97230,2.0,2.0,990.0,"Quiet, not on Halsey! Very nice end-unit, townhome-style condo in well-maintained complex. New roof in 2015 & windows in 2016. Cozy up to the gas fireplace in the winter & stay cool w/central A/C in the summer! Updated kitchen w/eating bar. Oversized garage w/workbench & attic space off the stairs for easy access. All appliances stay. Deck backs to park-like private setting. Possible to install a fence w/HOA approval!  Great location near public transit, shops, Glendoveer Golf Course & parks.",2021-05-28 00:00:00,18.0,285000,285000,2021
20 SE 172nd Ave UNIT 121,Portland,97233,2.0,2.0,742.0,"Incredible starter home opportunity under $200k at the Burnside Station! Steps to the MAX line! Secured building access & garage lead up to a European Courtyard! Move-in-ready condo with 2 balconies, open kitchen, laundry in unit, ample storage. Close to restaurants, shopping, only three miles from Powell Butte and two miles from Glendoveer Golf Course! Perfect for mass transit and those who desire easy living...Check out the Virtual tour you won't want to miss this one! Offers due Sunday 5pm!",2021-05-28 00:00:00,18.0,214000,214000,2021
18989 NE Marine Dr #12,Portland,97230,2.0,2.0,1068.0,"Super cute floating home with great view in Islands Moorage. Slip ownership, gated moorage, NO DOGS-no exceptions. Long term rental OK. Very light & bright, easy walk spiral staircase, two bathrooms (one on each floor). Affordable & super cute. Open main floor kitchen to living room. Slip ownership, buyer must have credit check which may be an additional expense. Professionally managed. Float #3 (but can be #4...ask LA)",2021-06-01 01:13:20,14.0,200000,200000,2021
18525 NE Marine Dr SLIP E5,Portland,97230,3.0,3.0,2696.0,"Floating into elegance. this extremely efficient home was built to the highest eco standards. No expense was spared on style and finish.  Honed granite, custom cabinets, and Viking & Jenn Aire appliances make up the chefs kitchen. Recycled birch floors, denim insulation, hot water on demand..ask your broker for the full features sheet. End row slip ownership includes BOTH sides of the dock! 30x10 storage pod in S. parking lot is included. Boat lift in boat well is included.",2021-05-18 01:06:40,28.0,800000,800000,2021
17153 NE Flanders Way,Portland,97230,2.0,3.0,1585.0,"Darling three bedroom, two bath home with 1,585 square feet of living space in North East Portland. This one level gem has an adorable front porch and great curb appeal. Vaulted ceilings in the living room, and a spacious family room with a cozy gas fireplace and beautiful wood-like floors. Updated kitchen with quartz countertops and stainless steel appliances. Primary bedroom with en-suite bathroom and sliding doors to a private fully fenced patio.",2020-07-07 00:00:00,343.0,365000,365000,2020
17910 SE Alder St,Portland,97233,2.0,3.0,1416.0,Solid One level home with refinished hardwood floors. Corner lot with large fenced back yard.  Wood fireplace Family room. New gas range and Refrigerator. Gas furnace,2020-07-22 23:20:00,327.0,325000,325000,2020
1273 NE 186th Dr,Portland,97230,3.0,4.0,1641.0,This home offers 4 bedrooms or 3 bedrooms plus an office/den on the main. Main level features a great room with gas fireplace and engineered hardwood floors throughout main! Kitchen offers granite counters and stainless steel appliances. Refrigerator included in sale! Upstairs you will find vaulted ceilings in the master and ensuite. 2 additional bedrooms and full bath complete the upstairs. Walking distance to parks and easy freeway access make this a perfect home! Open House Sunday 12-2!,2020-07-07 00:00:00,343.0,373000,373000,2020
17914 SE Clay St,Portland,97233,1.0,3.0,864.0,"Charming 3 bedroom, 1 bath ranch with great backyard. New interior paint in hallways, living room, and bedrooms. Wall to wall carpet in living room and hallway.  Wood floors in bedrooms.   Furnace is one year old and water heater is newer. Estate sale and sold as-is.",2020-07-24 00:20:00,326.0,300000,300000,2020
1231 SE 175th Pl,Portland,97233,1.0,3.0,1348.0,"Sprawling classic ranch layout that includes a huge bonus room. Extensive updates include: new interior paint and carpet, new fixtures, new kitchen appliances, new furnace with 10yr warranty, complete roof recover, and fully redone crawlspace! Large desirable corner lot accented by 2 huge redwood trees, easy to maintain yard, and ample off street parking. Central Park just a block away too...Come check it out!",2020-08-02 23:13:20,316.0,329000,329000,2020
17706 SE Washington St,Portland,97233,2.0,3.0,1220.0,"Updated and charming single level, move-in ready home. Located on a cul-de-sac. 3 bedrooms, 2 bathrooms. Living room with wood burning fireplace opens to the dining room and kitchen for ease of entertaining. Dining room has french doors that open to a covered patio, fenced backyard, and a large side yard. New paint, carpet, hickory flooring, hickory cabinets, tile floor, and new furnace. 2 car garage with built-ins, and rv parking for your trailer or boat.",2020-07-30 23:00:00,319.0,345500,345500,2020
17512 NE Glisan St,Portland,97230,3.0,4.0,1872.0,"Spacious plan w/possible ADU, freshly updated home on a large corner lot. Main side of the home offers great room, formal dining area & modern kitchen, three bedrooms, 1 bath, & laundry room. Hardwood flooring throughout, trims, and fresh paint.  ADU with separate entry offers great room w the 4th bedroom and 1.5 baths.  Covered deck, large private yard, storage/work shop, tool sheds, garden, space to park RV/Boat/Trailer. Convenient location to parks/transportation/shopping/schools/freeways.",2020-08-10 00:40:00,309.0,384000,384000,2020
312 NE 197th Ave,Portland,97230,2.0,3.0,1070.0,"312 NE 197th Ave, Portland, OR 97230 is a single family home that contains 1,070 sq ft and was built in 1960. It contains 3 bedrooms and 2 bathrooms. This home last sold for $225,000 in August 2020. 
 
The Zestimate for this house is $249,960. The Rent Zestimate for this home is $1,895/mo.",2020-08-13 00:53:20,306.0,225000,225000,2020
